similarity_sc,levenshtein_sc,similarity_LSTM,levenshtein_LSTM,similarity_markov,levenshtein_markov,similarity_markov_2,levenshtein_markov_2
0.75,31,0.9215686274509803,19,0.8235294117647058,25,0.525,60
0.6351351351351351,40,0.8955223880597015,17,0.8296296296296296,32,0.7333333333333333,52
0.7870967741935484,57,0.8571428571428571,45,0.8129032258064516,59,0.7696969696969697,115
0.7088607594936709,35,0.8354430379746836,25,0.7283950617283951,40,0.5137614678899083,70
0.6559139784946236,54,0.8705882352941177,23,0.6413043478260869,63,0.6190476190476191,71
0.7323420074349443,89,0.7191780821917808,98,0.7610294117647058,120,0.6531986531986532,172
0.838150289017341,48,0.8333333333333334,45,0.8238636363636364,81,0.6336206896551724,183
0.6597222222222222,133,0.7902097902097902,79,0.75177304964539,109,0.7342657342657343,129
0.7936507936507936,27,0.9107142857142857,16,0.8524590163934426,31,0.8387096774193549,36
0.6411290322580645,138,0.8739130434782608,117,0.8157894736842105,115,0.7368421052631579,173
0.7352941176470589,33,0.8721804511278195,19,0.7647058823529411,41,0.726027397260274,47
0.711340206185567,102,0.7448979591836735,76,0.7888888888888889,89,0.5390625,118
0.7475728155339806,27,0.819047619047619,18,0.9381443298969072,23,0.574468085106383,142
0.6666666666666666,30,0.6666666666666666,27,0.7333333333333333,27,0.5882352941176471,24
0.7586206896551724,37,0.8522727272727273,23,0.8045977011494253,39,0.24573378839590443,572
0.8708133971291866,44,0.8663594470046083,43,0.8530805687203792,72,0.688,178
0.5113636363636364,51,0.8571428571428571,28,0.5697674418604651,46,0.6235294117647059,45
0.8888888888888888,2,1.0,0,0.8888888888888888,1,0.7272727272727273,3
0.592,77,0.6692913385826772,53,0.6557377049180327,71,0.5310344827586206,102
0.7588652482269503,33,0.8955223880597015,19,0.8129496402877698,42,0.5260663507109005,128
0.7063197026022305,169,0.8538461538461538,107,0.8060836501901141,159,0.7152777777777778,260
0.6594827586206896,71,0.7310924369747899,59,0.7400881057268722,83,0.6442687747035574,114
0.7183908045977011,77,0.7624309392265194,59,0.815028901734104,97,0.705,124
0.5909090909090909,87,0.6666666666666666,80,0.7225433526011561,90,0.6037735849056604,173
0.8175675675675675,44,0.759493670886076,49,0.7908496732026143,64,0.5833333333333334,108
