similarity_sc,levenshtein_sc,similarity_LSTM,levenshtein_LSTM,similarity_markov,levenshtein_markov,similarity_markov_2,levenshtein_markov_2
0.689873417721519,125,0.44776119402985076,160,0.7806451612903226,121,0.7727272727272727,110
0.27906976744186046,72,0.8059701492537313,26,0.6142857142857143,51,0.7619047619047619,34
0.3620689655172414,53,0.7708333333333334,39,0.75,37,0.7708333333333334,37
0.6607142857142857,72,0.8737864077669902,43,0.88,50,0.8811881188118812,50
0.5633802816901409,37,0.7014925373134329,30,0.7692307692307693,29,0.7014925373134329,33
0.4,25,0.725,17,0.5789473684210527,21,0.4,29
0.5196078431372549,81,0.7156862745098039,52,0.6631578947368421,71,0.6,74
0.5391304347826087,82,0.719626168224299,56,0.8,52,0.7169811320754716,59
0.5018867924528302,167,0.5759717314487632,166,0.6138996138996139,155,0.5120274914089347,192
0.5151515151515151,205,0.6677115987460815,195,0.6428571428571429,150,0.49101796407185627,219
0.46113989637305697,192,0.6414141414141414,141,0.5698324022346368,157,0.6101694915254238,147
0.5,27,0.2222222222222222,97,0.453125,36,0.22580645161290322,64
0.5850340136054422,104,0.8059701492537313,54,0.7101449275362319,87,0.697986577181208,72
0.54,82,0.8404255319148937,45,0.5294117647058824,81,0.5922330097087378,76
0.47586206896551725,254,0.5941558441558441,258,0.5854545454545454,219,0.5407166123778502,292
0.5,29,0.7538461538461538,13,0.5645161290322581,28,0.5072463768115942,31
0.5192307692307693,51,0.8602150537634409,15,0.6428571428571429,42,0.5217391304347826,61
0.7387387387387387,87,0.8035714285714286,66,0.6311475409836066,95,0.49645390070921985,112
0.75,19,0.5617977528089888,28,0.7761194029850746,21,0.6486486486486487,27
0.7128712871287128,36,0.5619834710743802,64,0.47580645161290325,72,0.2792207792207792,110
0.7349397590361446,29,0.926829268292683,13,0.8433734939759037,30,0.8048780487804879,23
0.6715328467153284,164,0.8695652173913043,94,0.754863813229572,132,0.7586206896551724,132
0.5335463258785943,203,0.6558441558441559,160,0.6063492063492063,189,0.6221498371335505,181
0.6210526315789474,57,0.7901234567901234,29,0.7640449438202247,45,0.6666666666666666,49
0.302158273381295,94,0.6074074074074074,71,0.3880597014925373,85,0.5348837209302325,73
0.5,72,0.23696682464454977,209,0.5748502994011976,67,0.5255102040816326,169
0.45374449339207046,152,0.7122641509433962,122,0.642512077294686,128,0.6746411483253588,126
0.5192307692307693,37,0.693069306930693,47,0.7865168539325843,23,0.6761904761904762,33
0.6009852216748769,78,0.5608695652173913,98,0.6038647342995169,85,0.47478991596638653,116
0.5792682926829268,177,0.5927835051546392,273,0.7096774193548387,154,0.7070063694267515,136
0.5706214689265536,293,0.5806451612903226,344,0.7347560975609756,212,0.5532879818594104,424
0.4581005586592179,163,0.5786516853932584,153,0.6094674556213018,142,0.653179190751445,149
