travel_name,predicted_route
h001019_3,"[1076, 1075, 1022, 973, 974, 922, 922, 974, 921, 920, 869, 822, 780, 739, 738, 702, 668, 667, 667, 635, 602, 601, 562, 561, 521, 520, 519, 475, 428, 429, 372, 372, 429, 428, 475, 519, 520, 559, 598, 598, 632, 631, 662, 661, 696, 695, 732, 770, 811, 769, 810, 810, 769, 811, 770, 732, 733, 771, 772, 814, 815, 864, 865, 915, 967, 968, 969, 970, 971, 1018, 1017, 1016, 1015, 1014, 1013, 1065, 1064, 1120, 1063, 1119, 1118, 1172, 1117, 1117, 1171, 1220, 1266, 1313, 1267, 1315, 1315, 1269, 1316, 1317, 1270, 1224, 1271, 1318, 1319, 1359, 1393, 1392, 1420, 1438, 1418, 1437, 1436, 1451, 1435, 1449, 1433, 1447, 1446, 1445, 1444, 1444, 1443, 1428, 1427, 1408, 1383, 1407, 1381, 1405, 1379, 1378, 1377, 1377, 1401, 1375, 1374, 1339, 1338, 1294, 1336, 1292, 1334, 1291, 1247]"
