start,end,file_name,generated_route,method
1242,940,e013135_1_0.csv,"[1242, 1194, 1145, 1093, 1092, 1038, 1037, 990, 941, 940]",shortest
1242,940,e013135_1_0.csv,"[1242, 1195, 1145, 1144, 1092, 1038, 1037, 990, 941, 940]",markov
1242,940,e013135_1_0.csv,"[1242, 1195, 1145, 1144, 1092, 1038, 1037, 990, 941, 940]",markov2
1242,940,e013135_1_0.csv,"[1242, 1195, 1145, 1144, 1092, 1091, 1092, 1038, 1037, 990, 941, 940]",lstm
1242,940,h000235_1_4.csv,"[1242, 1194, 1145, 1093, 1092, 1038, 1037, 990, 941, 940]",shortest
1242,940,h000235_1_4.csv,"[1242, 1195, 1145, 1144, 1092, 1038, 1037, 990, 941, 940]",markov
1242,940,h000235_1_4.csv,"[1242, 1241, 1240, 1239, 1238, 1237, 1190, 1236, 1188, 1187, 1186, 1235, 1185, 1136, 1184, 1135, 1082, 1081, 1080, 1026, 1078, 1024, 978, 977, 976, 927, 975, 926, 873, 874, 825, 784, 783, 743, 708, 707, 671, 670, 637, 636, 604, 603, 564, 525, 481, 527, 482, 529, 484, 530, 531, 532, 486, 533, 534, 572, 573, 613, 614, 574, 575, 535, 536, 490, 445, 391, 392, 446, 447, 491, 539, 579, 578, 619, 650, 651, 685, 719, 755, 795, 796, 838, 839, 886, 940]",markov2
1242,940,h000235_1_4.csv,"[1242, 1195, 1145, 1144, 1092, 1091, 1092, 1038, 1037, 990, 941, 940]",lstm
