travel_name,route
h001019_3,"[1076, 1075, 1022, 973, 974, 922, 871, 922, 923, 922, 871, 922, 974, 921, 920, 869, 822, 780, 739, 738, 702, 668, 667, 635, 602, 562, 561, 521, 476, 519, 475, 428, 429, 372, 371, 370, 371, 372, 429, 428, 475, 519, 520, 559, 598, 632, 631, 662, 661, 696, 695, 731, 770, 730, 769, 810, 809, 860, 859, 910, 909, 957, 958, 1009, 1010, 1061, 1117, 1172, 1221, 1173, 1222, 1223, 1270, 1224, 1270, 1317, 1316, 1315, 1267, 1314, 1354, 1387, 1414, 1434, 1433, 1447, 1432, 1445, 1444, 1443, 1428, 1427, 1408, 1383, 1407, 1381, 1405, 1379, 1378, 1377, 1376, 1375, 1374, 1339, 1338, 1294, 1336, 1292, 1291, 1248, 1247]"
